,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,504.0,477.0,495.0,525.0,585.0,539.0,547.0,597.0,659.0,613.0,617.0,687.0,732.0
Expenses,417.0,397.0,424.0,462.0,519.0,478.0,489.0,537.0,579.0,528.0,526.0,570.0,597.0
Operating Profit,87.0,80.0,71.0,63.0,67.0,61.0,57.0,60.0,80.0,84.0,91.0,117.0,135.0
OPM %,17.0,17.0,14.0,12.0,11.0,11.0,10.0,10.0,12.0,14.0,15.0,17.0,18.0
Other Income,4.0,6.0,-19.0,5.0,5.0,4.0,6.0,13.0,12.0,15.0,6.0,17.0,13.0
Interest,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0
Depreciation,13.0,14.0,15.0,14.0,14.0,14.0,15.0,13.0,13.0,12.0,12.0,12.0,12.0
Profit before tax,73.0,68.0,33.0,50.0,55.0,47.0,45.0,57.0,76.0,84.0,82.0,121.0,135.0
Tax %,17.0,22.0,17.0,20.0,19.0,20.0,17.0,16.0,14.0,20.0,28.0,21.0,23.0
Net Profit,60.0,53.0,27.0,40.0,44.0,38.0,37.0,48.0,65.0,67.0,59.0,96.0,104.0
EPS in Rs,1.7,1.51,0.8,1.12,1.21,1.05,1.03,1.32,1.76,1.84,1.61,2.62,2.84
