,Mar 2010,Mar 2011,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.44,27.56,49.52,50.53,46.56,51.48,69.77,73.42,79.91,76.59,59.88,60.88,52.22
Expenses,2.44,27.51,48.57,49.72,46.08,51.0,68.17,70.7,77.98,74.5,57.88,57.92,49.19
Operating Profit,0.00,0.05,0.95,0.81,0.48,0.48,1.6,2.72,1.93,2.09,2.0,2.96,3.03
OPM %,0.00,0.18,1.92,1.6,1.03,0.93,2.29,3.7,2.42,2.73,3.34,4.86,5.80
Other Income,0.00,0.0,0.0,0.0,0.0,0.95,0.0,0.03,0.0,0.0,0.01,0.03,0.03
Interest,0.00,0.0,0.78,0.72,0.37,0.37,0.99,1.84,1.75,1.89,1.73,2.27,2.19
Depreciation,0.00,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.11,0.17,0.14
Profit before tax,0.00,0.05,0.15,0.07,0.09,1.04,0.59,0.89,0.16,0.17,0.17,0.55,0.73
Tax %,,40.0,40.0,28.57,33.33,44.23,25.42,25.84,31.25,29.41,29.41,29.09,
Net Profit,0.00,0.03,0.09,0.05,0.06,0.58,0.44,0.67,0.11,0.12,0.13,0.4,0.60
EPS in Rs,0.00,0.72,1.35,0.75,0.9,8.73,0.29,0.44,0.07,0.06,0.06,0.19,0.29
