,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.06,-0.38,1.1,0.4,0.31,0.61,0.04,2.29,-1.4,1.86,0.23
Cash from Investing Activity,0.02,-1.57,-0.24,-0.29,-0.1,-0.66,-1.46,-0.13,0.24,-0.36,-1.95
Cash from Financing Activity,-0.06,1.89,-0.88,-0.06,-0.19,3.35,-0.2,-0.38,0.0,-0.04,-0.01
Net Cash Flow,0.02,-0.07,-0.02,0.05,0.02,3.3,-1.62,1.78,-1.16,1.46,-1.73
