,2022-03-01,2023-03-01,2023-09-01
Equity Capital,17,17,17
Reserves,-27,-6,18
Borrowings,44,32,39
Other Liabilities,78,78,53
Total Liabilities,112,120,127
Fixed Assets,1,1,1
CWIP,0,0,0
Investments,26,1,6
Other Assets,85,118,120
Total Assets,112,120,127
