,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.42,73.42,73.53,74.34,74.74,74.78,74.78,73.39
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15
Public,26.58,26.58,26.47,25.66,25.26,25.22,25.18,26.45
No. of Shareholders,110.0,113.0,116.0,172.0,183.0,698.0,807.0,1248.0
