,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,22,25,25,25,25,25,25,25,25,24,24
Reserves,33,34,44,56,75,82,109,109,126,149,181,254,264
Borrowings,7,0,8,0,42,32,23,23,27,20,18,26,23
Other Liabilities,0,0,0,0,82,79,87,102,98,116,150,138,140
Total Liabilities,55,49,74,82,224,218,244,259,276,309,374,443,452
Fixed Assets,1,1,1,0,36,46,48,62,67,62,62,64,64
CWIP,0,0,0,0,0,2,0,0,0,0,4,0,3
Investments,39,40,71,77,47,36,35,32,45,73,95,90,99
Other Assets,15,8,2,5,141,135,160,165,164,175,213,289,286
Total Assets,55,49,74,82,224,218,244,259,276,309,374,443,452
