,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.8,14.72,24.96,16.46,22.93,21.83,22.54,146.83,19.56,19.81,27.81,18.66,24.66
Expenses,13.33,12.23,20.04,12.09,13.64,15.49,21.22,15.48,13.3,16.26,25.01,16.27,20.91
Operating Profit,2.47,2.49,4.92,4.37,9.29,6.34,1.32,131.35,6.26,3.55,2.8,2.39,3.75
OPM %,15.63,16.92,19.71,26.55,40.51,29.04,5.86,89.46,32.0,17.92,10.07,12.81,15.21
Other Income,5.55,4.57,8.09,9.92,7.64,7.18,6.98,6.17,3.14,3.55,3.83,3.21,2.28
Interest,0.27,0.28,1.45,1.2,2.25,1.1,0.56,0.79,2.09,0.67,0.96,0.78,0.62
Depreciation,0.73,0.63,0.67,0.64,0.69,0.7,0.44,0.63,0.38,0.64,0.61,0.79,0.64
Profit before tax,7.02,6.15,10.89,12.45,13.99,11.72,7.3,136.1,6.93,5.79,5.06,4.03,4.77
Tax %,11.68,7.8,9.0,5.7,7.01,12.88,24.93,21.91,10.39,7.77,17.19,6.95,7.76
Net Profit,6.2,5.67,9.91,11.74,13.01,10.21,5.48,106.28,6.21,5.34,4.19,3.75,4.4
EPS in Rs,1.75,1.53,2.97,3.85,3.93,3.65,1.95,43.08,2.14,1.35,1.18,1.2,1.48
