,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.17,0.28,-0.7000000000000001,1.23,-6.16,-0.99,-1.17,2.8200000000000003,-0.03,3.27
Cash from Investing Activity,0.0,-0.16,0.0,-1.47,-0.66,-0.24,-0.02,-0.02,0.08,-4.0
Cash from Financing Activity,0.18,-0.1,0.7000000000000001,3.25,8.67,-3.09,0.67,-2.76,-0.04,1.39
Net Cash Flow,0.01,0.02,0.0,3.01,1.85,-4.32,-0.52,0.04,0.0,0.65
