,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,45.94,45.24,45.24,45.24,45.24,45.24
Public,54.06,54.76,54.76,54.76,54.76,54.75
No. of Shareholders,35.0,34.0,43.0,59.0,315.0,311.0
