,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.56,0.19,0.03,0.04,0.03,0.04,11.47,11.31,30.01,16.97,17.87,4.42,11.13
Expenses,0.52,0.17,0.03,0.04,0.03,0.04,11.91,11.52,29.49,16.92,17.78,4.83,11.32
Operating Profit,0.04,0.02,0.00,0.00,0.00,0.00,-0.44,-0.21,0.52,0.05,0.09,-0.41,-0.19
OPM %,7.14,10.53,0.00,0.00,0.00,0.00,-3.84,-1.86,1.73,0.29,0.5,-9.28,-1.71
Other Income,0.0,0.00,0.00,0.00,0.00,0.00,1.35,-2.69,-0.47,3.66,5.21,4.98,7.14
Interest,0.01,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.02,0.02,0.00,0.00,0.00,0.00,0.09,0.15,0.09,0.08,0.11,0.08,0.09
Profit before tax,0.01,0.00,0.00,0.00,0.00,0.00,0.82,-3.05,-0.04,3.63,5.19,4.49,6.86
Tax %,0.0,,,,,,18.29,0.0,0.0,1.38,9.63,3.56,
Net Profit,0.01,0.00,0.00,0.00,0.00,0.00,0.67,-3.05,-0.04,3.58,4.69,4.34,6.25
EPS in Rs,1.0,0.00,0.00,0.00,0.00,0.00,1.91,-3.05,-0.04,3.57,4.68,4.33,6.24
