,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.05,0.05,0.05,0.05,0.05,0.05,2.77,7.96,7.96,10.03,10.03,10.03,10.03
Reserves,0.04,0.04,0.04,0.04,0.04,0.04,3.11,8.99,8.95,10.45,15.18,19.52,21.88
Borrowings,0.32,0.02,0.02,0.02,0.03,0.03,0.72,4.21,0.0,0.0,0.63,3.47,3.46
Other Liabilities,0.03,0.13,0.13,0.13,0.13,0.14,2.01,0.39,8.97,0.06,0.59,0.48,0.21
Total Liabilities,0.44,0.24,0.24,0.24,0.25,0.26,8.61,21.55,25.88,20.54,26.43,33.5,35.58
Fixed Assets,0.17,0.22,0.22,0.22,0.22,0.22,1.26,1.12,1.03,0.95,0.31,0.25,0.23
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.01,0.0,0.0,0.0,0.0,0.0,3.62,11.51,11.33,9.84,9.45,4.64,3.92
Other Assets,0.26,0.02,0.02,0.02,0.03,0.04,3.73,8.92,13.52,9.75,16.67,28.61,31.43
Total Assets,0.44,0.24,0.24,0.24,0.25,0.26,8.61,21.55,25.88,20.54,26.43,33.5,35.58
