,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,27,27,27,27,27,27,27,27,27,27,27,27,27
Reserves,211,181,144,135,133,139,142,150,146,113,98,146,156
Borrowings,288,257,133,91,82,112,106,102,152,163,149,158,183
Other Liabilities,109,116,91,92,100,130,126,124,124,115,89,93,94
Total Liabilities,636,580,395,346,342,408,402,403,449,419,362,423,460
Fixed Assets,346,483,269,248,238,286,272,264,307,243,193,206,234
CWIP,195,16,17,20,22,22,21,21,21,1,0,1,0
Investments,0,0,0,0,0,0,0,0,0,0,24,27,27
Other Assets,95,81,109,78,82,100,108,118,120,175,145,190,198
Total Assets,636,580,395,346,342,408,402,403,449,419,362,423,460
