,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,11.95,19.0,21.07,19.43,25.38,26.04,22.87,24.44,24.85,21.61,22.34,25.87,21.64
Expenses,10.62,17.17,18.1,17.37,23.11,23.27,20.87,21.1,21.98,19.47,21.28,23.46,18.84
Operating Profit,1.33,1.83,2.97,2.06,2.27,2.77,2.0,3.34,2.87,2.14,1.06,2.41,2.8
OPM %,11.13,9.63,14.1,10.6,8.94,10.64,8.75,13.67,11.55,9.9,4.74,9.32,12.94
Other Income,0.0,-0.01,0.4,0.06,0.03,0.04,0.08,0.04,0.01,-0.07,4.13,0.28,0.0
Interest,0.55,0.51,0.48,0.49,0.48,0.59,0.69,0.66,0.69,0.63,0.52,0.96,0.96
Depreciation,0.86,1.05,1.08,0.95,1.01,1.09,1.12,1.01,1.02,1.02,1.09,1.43,1.65
Profit before tax,-0.08,0.26,1.81,0.68,0.81,1.13,0.27,1.71,1.17,0.42,3.58,0.3,0.19
Tax %,-312.5,-26.92,-20.44,0.0,0.0,53.98,18.52,25.15,38.46,4.76,20.67,56.67,-21.05
Net Profit,-0.32,0.33,2.18,0.67,0.81,0.52,0.22,1.28,0.72,0.39,2.83,0.14,0.23
EPS in Rs,-0.3,0.31,2.06,0.63,0.77,0.49,0.21,1.2,0.68,0.37,2.68,0.26,0.53
