,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.04,-80.62,71.94,89.7,16.16,-8.41,0.87
Cash from Investing Activity,3.34,5.43,2.68,-0.39,-0.38,-0.49,-0.96
Cash from Financing Activity,-0.1,0.0,-100.07,-100.07,0.0,0.0,0.19
Net Cash Flow,3.28,-75.19,-25.45,-10.76,15.78,-8.9,0.1
