,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,3.41,4.33
Reserves,1.04,1.87,3.42,2.18,14.46
Borrowings,1.71,2.78,15.26,26.97,20.69
Other Liabilities,4.75,2.35,2.51,5.62,11.48
Total Liabilities,7.51,7.01,21.2,38.18,50.96
Fixed Assets,1.97,3.28,13.02,14.43,23.17
CWIP,0.0,0.0,0.0,5.94,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,5.54,3.73,8.18,17.81,27.79
Total Assets,7.51,7.01,21.2,38.18,50.96
