,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,12.63,15.73,19.69,39.16
Expenses,11.0,13.9,16.1,31.34
Operating Profit,1.63,1.83,3.59,7.82
OPM %,12.91,11.63,18.23,19.97
Other Income,0.17,0.15,0.08,0.22
Interest,0.18,0.21,0.37,1.52
Depreciation,0.65,0.8,1.29,3.53
Profit before tax,0.97,0.97,2.01,2.99
Tax %,22.68,15.46,19.9,27.76
Net Profit,0.75,0.83,1.61,2.16
EPS in Rs,750.0,830.0,1610.0,6.33
