,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26,35,35,35,35
Reserves,1056,1592,1896,2219,2467
Borrowings,1287,1428,3549,5413,6004
Other Liabilities,2841,4397,5119,5048,9369
Total Liabilities,5211,7451,10598,12716,17875
Fixed Assets,108,162,219,284,304
CWIP,4,22,18,25,0
Investments,665,25,70,170,178
Other Assets,4434,7242,10292,12237,17393
Total Assets,5211,7451,10598,12716,17875
