,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-500,-1108,-1425,-1865
Cash from Investing Activity,-112,-124,-81,-173
Cash from Financing Activity,235,877,2139,1825
Net Cash Flow,-376,-354,633,-212
