,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,163.0,72,183,146
Inventory Days,1378.0,,,
Days Payable,748.0,,,
Cash Conversion Cycle,793.0,72,183,146
Working Capital Days,-912.0,-860,-503,-277
ROCE %,,17,14,12
