,2009-03-01,2010-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,3.04,2.28,12.92,2.62,2.68,0.22,-0.5700000000000001,-5.85
Cash from Investing Activity,0,0,0.0,-1.4,-12.9,-11.53,-1.94,-0.08,-0.05,0.25
Cash from Financing Activity,0,0,-2.91,-0.95,0.21,13.07,-1.77,-0.37,0.07,4.33
Net Cash Flow,0,0,0.13,-0.08,0.23,4.16,-1.03,-0.23,-0.55,-1.27
