,2022-03-01,2023-03-01
Debtor Days,123.69,70.17
Inventory Days,924.01,676.42
Days Payable,126.52,138.38
Cash Conversion Cycle,921.18,608.2
Working Capital Days,690.6,407.6
ROCE %,,5.12
