,2022-03-01,2023-03-01,2023-09-01
Equity Capital,69.8,69.8,104.7
Reserves,34.84,38.68,49.23
Borrowings,109.75,102.27,93.81
Other Liabilities,31.74,35.01,29.43
Total Liabilities,246.13,245.76,277.17
Fixed Assets,157.06,152.17,149.85
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,89.07,93.59,127.32
Total Assets,246.13,245.76,277.17
