,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.92,24.92,24.98,24.99
No. of Shareholders,12485.0,13126.0,12721.0,13420.0,18563.0,18445.0,20303.0,20502.0,21155.0,21150.0,21817.0,23526.0
