,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.4,4.4,4.4,4.4,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44,4.44
Reserves,-12.3,-12.6,-11.77,-14.35,-16.85,-17.16,-18.7,-17.49,-17.49,-17.67,-16.23,-16.53,-16.59
Borrowings,12.61,11.25,10.85,12.27,12.36,10.81,16.17,15.66,16.66,13.14,9.06,9.17,4.66
Other Liabilities,5.4,7.02,8.74,6.98,5.37,6.75,2.63,3.27,3.73,3.78,4.78,4.82,8.84
Total Liabilities,10.11,10.07,12.22,9.3,5.32,4.84,4.54,5.88,7.34,3.69,2.05,1.9,1.35
Fixed Assets,0.92,0.8300000000000001,0.67,0.56,0.79,0.74,2.33,2.6,2.56,2.42,0.72,0.66,0.65
CWIP,2.01,2.01,2.01,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.77,0.77,0.77,0.77,0.29,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,6.41,6.46,8.77,7.97,4.24,3.81,1.92,3.28,4.78,1.27,1.33,1.24,0.7000000000000001
Total Assets,10.11,10.07,12.22,9.3,5.32,4.84,4.54,5.88,7.34,3.69,2.05,1.9,1.35
