,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,69.91,69.91,69.91,69.91,69.91
Public,30.09,30.09,30.09,30.09,30.09
No. of Shareholders,523.0,448.0,414.0,422.0,453.0
