,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,122.99,199.66,290.67,231.83,229.06
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,122.99,199.66,290.67,231.83,229.06
Working Capital Days,103.48,143.08,92.56,18.54,163.58
ROCE %,,22.52,3.34,15.17,10.54
