,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,5.46,7.04,6.99,9.13,6.91
Expenses,5.08,6.2,6.47,7.52,5.96
Operating Profit,0.38,0.84,0.52,1.61,0.95
OPM %,6.96,11.93,7.44,17.63,13.75
Other Income,0.01,0.01,0.0,0.02,0.01
Interest,0.1,0.13,0.12,0.15,0.2
Depreciation,0.02,0.03,0.03,0.6,0.32
Profit before tax,0.27,0.69,0.37,0.88,0.44
Tax %,33.33,28.99,29.73,13.64,29.55
Net Profit,0.18,0.49,0.26,0.76,0.31
EPS in Rs,2.58,0.78,0.29,0.85,0.35
