,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,89.0,224.0,339.0,243.0,405.0,540.0,691.0,853.0,806.0,918.0,965.0,1002.0,995.0
Expenses,94.0,130.0,194.0,132.0,193.0,261.0,412.0,532.0,501.0,592.0,640.0,659.0,629.0
Operating Profit,-6.0,95.0,145.0,112.0,212.0,279.0,279.0,321.0,305.0,326.0,325.0,343.0,367.0
OPM %,-6.0,42.0,43.0,46.0,52.0,52.0,40.0,38.0,38.0,35.0,34.0,34.0,37.0
Other Income,63.0,21.0,17.0,15.0,16.0,16.0,22.0,24.0,26.0,32.0,65.0,-13.0,47.0
Interest,1.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0
Depreciation,9.0,10.0,19.0,11.0,12.0,12.0,14.0,14.0,19.0,10.0,11.0,14.0,14.0
Profit before tax,47.0,104.0,139.0,111.0,214.0,282.0,283.0,329.0,307.0,343.0,375.0,312.0,395.0
Tax %,30.0,25.0,25.0,26.0,26.0,26.0,25.0,25.0,26.0,25.0,26.0,26.0,25.0
Net Profit,33.0,78.0,104.0,83.0,159.0,209.0,214.0,246.0,226.0,256.0,279.0,232.0,295.0
EPS in Rs,0.41,0.98,1.3,1.03,1.98,2.61,2.67,3.07,2.83,3.19,3.48,2.9,3.68
