,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.99,74.85,49.58,49.58,49.58,48.64,0.74
FIIs,5.98,5.66,2.05,2.04,2.19,2.19,0.39
DIIs,5.44,5.07,3.42,1.76,1.56,1.55,1.55
Government,0.02,0.02,0.02,0.01,0.01,0.01,0.01
Public,13.58,14.41,44.94,46.61,46.67,47.6,97.3
No. of Shareholders,892038.0,851147.0,836341.0,835236.0,853215.0,852451.0,882115.0
