,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,36.56,40.93,41.5,41.59,41.59,41.59,41.59,41.59
Public,63.44,59.07,58.5,58.41,58.41,58.41,58.4,58.41
No. of Shareholders,10852.0,10684.0,10465.0,10412.0,10397.0,10453.0,10878.0,10945.0
