,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,96.0,86,80,94,76,90,83,94,79
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,96.0,86,80,94,76,90,83,94,79
Working Capital Days,67.0,41,60,77,57,68,49,52,41
ROCE %,,43,41,38,45,43,27,31,33
