,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.51,4.19,2.3,6.54,11.19,7.88,1.93,3.93,5.87,1.87,1.15,3.51,6.31
Expenses,8.69,5.08,4.41,6.1,8.95,4.51,2.69,2.24,2.71,2.11,2.55,2.44,2.12
Operating Profit,1.82,-0.89,-2.11,0.44,2.24,3.37,-0.76,1.69,3.16,-0.24,-1.4,1.07,4.19
OPM %,17.32,-21.24,-91.74,6.73,20.02,42.77,-39.38,43.0,53.83,-12.83,-121.74,30.48,66.4
Other Income,0.13,0.19,0.11,0.16,0.17,0.1,0.52,0.3,0.2,0.16,9.31,0.06,0.0
Interest,1.27,1.24,1.49,0.98,0.96,0.9,0.57,0.41,0.38,0.31,0.04,0.03,0.03
Depreciation,1.29,1.29,1.26,1.26,1.28,1.28,1.27,1.21,1.22,1.22,1.19,0.74,0.75
Profit before tax,-0.61,-3.23,-4.75,-1.64,0.17,1.29,-2.08,0.37,1.76,-1.61,6.68,0.36,3.41
Tax %,45.9,35.91,-13.89,16.46,-158.82,-5.43,-23.08,-129.73,-23.3,12.42,36.08,19.44,24.93
Net Profit,-0.33,-2.06,-5.41,-1.37,0.44,1.37,-2.56,0.86,2.17,-1.41,4.26,0.29,2.57
EPS in Rs,-0.29,-1.78,-4.68,-1.18,0.38,1.18,-2.21,0.74,1.88,-1.22,3.68,0.25,2.22
