,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,19.63,22.11,23.31,18.17,23.52,27.99,26.4,29.43,28.91,32.86,31.92,32.63,29.37
Expenses,17.97,20.21,20.31,16.31,21.1,25.77,24.55,26.97,26.49,30.45,30.33,30.04,27.28
Operating Profit,1.66,1.9,3.0,1.86,2.42,2.22,1.85,2.46,2.42,2.41,1.59,2.59,2.09
OPM %,8.46,8.59,12.87,10.24,10.29,7.93,7.01,8.36,8.37,7.33,4.98,7.94,7.12
Other Income,0.0,0.0,0.1,0.07,0.01,0.13,0.07,0.1,0.06,-10.26,0.0,0.0,0.06
Interest,0.03,0.05,0.08,0.09,0.08,0.05,0.08,0.08,0.09,0.31,0.09,0.13,0.12
Depreciation,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
Profit before tax,1.55,1.77,2.93,1.76,2.27,2.22,1.76,2.4,2.31,-8.24,1.42,2.38,1.95
Tax %,25.16,25.42,27.99,25.0,25.11,25.23,26.7,25.0,25.11,-6.43,25.35,25.21,25.13
Net Profit,1.16,1.32,2.11,1.31,1.7,1.66,1.29,1.8,1.73,-8.77,1.06,1.78,1.46
EPS in Rs,0.57,0.65,1.03,0.64,0.83,0.81,0.63,0.88,0.85,-4.29,0.52,0.87,0.71
