,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,126.0,115.0,80.0,122.0,127.0,120.0,103.0,123.0,141.0,134.0,112.0,136.0,156.0
Expenses,96.0,95.0,64.0,97.0,98.0,96.0,85.0,107.0,112.0,107.0,96.0,115.0,125.0
Operating Profit,30.0,20.0,15.0,25.0,29.0,23.0,17.0,17.0,29.0,27.0,17.0,21.0,31.0
OPM %,24.0,17.0,19.0,21.0,23.0,20.0,17.0,14.0,21.0,20.0,15.0,15.0,20.0
Other Income,1.0,1.0,3.0,2.0,3.0,3.0,2.0,6.0,6.0,6.0,4.0,8.0,9.0
Interest,-0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
Profit before tax,29.0,18.0,15.0,25.0,31.0,24.0,17.0,21.0,32.0,31.0,17.0,25.0,37.0
Tax %,27.0,27.0,18.0,29.0,25.0,25.0,34.0,28.0,26.0,29.0,26.0,25.0,25.0
Net Profit,21.0,13.0,13.0,18.0,23.0,18.0,11.0,15.0,24.0,22.0,13.0,19.0,28.0
EPS in Rs,10.46,6.74,6.29,8.85,11.52,8.79,5.5,7.49,11.84,10.79,6.27,9.49,13.8
