,2022-03-01,2023-03-01,2023-09-01
Equity Capital,40,40,40
Reserves,227,231,227
Borrowings,283,56,253
Other Liabilities,126,34,27
Total Liabilities,676,362,546
Fixed Assets,138,109,108
CWIP,0,0,0
Investments,21,18,10
Other Assets,516,235,427
Total Assets,676,362,546
