,2023-03-01,2023-09-01
Equity Capital,10.0,10.0
Reserves,-0.24,0.76
Borrowings,0.48,7.28
Other Liabilities,0.65,3.65
Total Liabilities,10.89,21.69
Fixed Assets,0.23,0.27
CWIP,0.0,0.0
Investments,0.0,0.0
Other Assets,10.66,21.42
Total Assets,10.89,21.69
