,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,10,10,32,36,36,37
Reserves,37,56,72,101,135,486,558,594
Borrowings,27,44,54,59,137,1,4,101
Other Liabilities,43,54,77,61,110,136,169,236
Total Liabilities,109,155,213,232,413,659,767,968
Fixed Assets,28,32,79,85,186,205,259,296
CWIP,11,30,2,12,0,3,30,92
Investments,1,3,2,2,1,2,2,2
Other Assets,68,91,131,133,225,450,477,578
Total Assets,109,155,213,232,413,659,767,968
