,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,29,8,15,27,28,-12,66
Cash from Investing Activity,-19,-25,-21,-24,-101,-121,-33
Cash from Financing Activity,-7,15,6,0,72,140,-12
Net Cash Flow,3,-2,0,3,-1,8,20
