,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,4,4,4,9
Reserves,27,31,37,50
Preference Capital,1,1,1,0
Borrowings,29,15,35,36
Other Liabilities,20,46,43,25
Total Liabilities,80,96,118,121
Fixed Assets,20,21,42,47
CWIP,0,0,2,1
Investments,33,23,7,5
Other Assets,26,51,68,69
Total Assets,80,96,118,121
