,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,77.0,32,42,48
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,77.0,32,42,48
Working Capital Days,27.0,10,89,107
ROCE %,,12,20,31
