,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,42.65,42.65,42.65,42.65,42.65,42.8,42.78,42.78
FIIs,7.06,1.51,1.65,7.99,10.82,10.71,12.73,12.86
DIIs,3.74,3.74,3.45,2.55,0.03,0.24,0.21,0.03
Government,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27
Public,32.28,37.82,37.98,32.53,32.23,31.98,29.99,30.05
No. of Shareholders,12996.0,11667.0,12279.0,13830.0,15452.0,18592.0,20467.0,25683.0
