,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,,215.89,39.97,34.64
Inventory Days,,,,341.07,,996.02
Days Payable,,,,209.43,,102.08
Cash Conversion Cycle,,,,347.53,39.97,928.58
Working Capital Days,,,,276.47,133.43,141.63
ROCE %,,,,,11.62,12.09
