,2019-03-01,2020-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15.6,15.6,15.6,25.8,25.8
Reserves,3.38,3.67,8.45,58.84,61.09
Borrowings,11.28,10.37,30.44,25.05,33.59
Other Liabilities,6.52,6.74,14.18,16.47,15.88
Total Liabilities,36.78,36.38,68.67,126.16,136.36
Fixed Assets,13.09,13.19,18.67,47.35,47.59
CWIP,0.0,0.0,6.68,0.93,1.64
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,23.69,23.19,43.32,77.88,87.13
Total Assets,36.78,36.38,68.67,126.16,136.36
