,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,6,6,6,8,10,10,10,10,10,13,15,14
Reserves,8,29,33,38,61,96,108,123,147,186,277,389,430
Borrowings,33,23,35,41,65,74,96,77,90,150,171,158,207
Other Liabilities,10,7,9,11,12,21,24,17,52,50,82,188,106
Total Liabilities,56,65,82,95,147,201,238,227,300,395,543,750,758
Fixed Assets,23,27,30,31,39,44,62,57,102,160,219,341,410
CWIP,0,0,1,1,0,8,0,1,3,1,3,7,2
Investments,0,0,0,2,3,6,9,9,7,6,12,26,28
Other Assets,33,37,51,62,105,143,168,161,188,229,309,376,319
Total Assets,56,65,82,95,147,201,238,227,300,395,543,750,758
