,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,398.18,15.73,140.38,20.00,-23.80,10.33,0.00,0.00
Inventory Days,,0.00,,,0.00,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,398.18,15.73,140.38,20.00,-23.80,10.33,0.00,0.00
Working Capital Days,6901.82,-361.85,118260.00,-50.00,-539.57,-1921.42,-261.49,2980.83
ROCE %,,0.02,0.05,0.58,-0.51,0.85,0.56,-0.10
