,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,12.97,8.66,17.42,7.84,12.06,18.1,9.97,14.74,11.32,11.27,12.04,14.99,15.19
Expenses,10.67,6.95,15.29,6.31,10.18,15.76,8.12,12.76,9.34,9.35,23.86,13.13,18.24
Operating Profit,2.3,1.71,2.13,1.53,1.88,2.34,1.85,1.98,1.98,1.92,-11.82,1.86,-3.05
OPM %,17.73,19.75,12.23,19.52,15.59,12.93,18.56,13.43,17.49,17.04,-98.17,12.41,-20.08
Other Income,0.06,0.01,0.04,0.0,0.01,0.0,0.06,0.01,0.02,0.06,15.24,0.01,5.04
Interest,1.01,1.03,0.99,1.16,0.96,1.23,1.25,1.09,1.31,1.28,1.59,1.03,0.7
Depreciation,0.12,0.12,0.14,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.14,0.16
Profit before tax,1.23,0.57,1.04,0.26,0.82,1.0,0.55,0.79,0.57,0.58,1.72,0.7,1.13
Tax %,-1.63,26.32,22.12,23.08,19.51,31.0,23.64,16.46,-1.75,3.45,46.51,24.29,24.78
Net Profit,1.26,0.42,0.82,0.2,0.67,0.69,0.41,0.66,0.57,0.57,0.91,0.53,0.84
EPS in Rs,0.89,0.3,0.58,0.14,0.47,0.49,0.29,0.47,0.4,0.4,0.64,0.37,0.59
