,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.70,7.65,9.03,20.89,30.55,33.99,53.96,43.83,45.72,41.13,46.49,49.24,53.49
Expenses,9.58,6.97,7.68,19.20,27.20,27.23,45.99,35.11,37.13,34.66,38.9,55.17,64.58
Operating Profit,0.12,0.68,1.35,1.69,3.35,6.76,7.97,8.72,8.59,6.47,7.59,-5.93,-11.09
OPM %,1.24,8.89,14.95,8.09,10.97,19.89,14.77,19.9,18.79,15.73,16.33,-12.04,-20.73
Other Income,0.01,0.13,0.07,0.22,0.25,0.16,0.17,0.12,0.09,0.1,0.07,15.31,20.35
Interest,0.31,0.35,1.03,1.17,2.23,4.10,4.47,5.34,5.1,4.06,4.59,5.27,4.60
Depreciation,0.30,0.31,0.21,0.41,0.30,0.35,0.38,0.37,0.41,0.49,0.43,0.46,0.53
Profit before tax,-0.48,0.15,0.18,0.33,1.07,2.47,3.29,3.13,3.17,2.02,2.64,3.65,4.13
Tax %,102.08,33.33,11.11,78.79,31.78,25.51,25.53,19.49,16.09,17.82,25.38,26.58,
Net Profit,0.01,0.10,0.16,0.07,0.74,1.84,2.46,2.52,2.66,1.67,1.97,2.69,2.85
EPS in Rs,,,,,,,,1.78,1.87,1.18,1.39,1.9,2.00
