,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.2,70.2,70.2,70.2,70.2
Public,29.8,29.8,29.8,29.8,29.8
No. of Shareholders,645.0,825.0,1355.0,1447.0,1577.0
