,2022-03-01,2023-03-01,2023-09-01
Promoters,54.78,55.01,54.9
FIIs,28.12,25.28,20.68
DIIs,13.08,13.9,18.64
Public,4.02,5.81,5.78
No. of Shareholders,79021.0,76532.0,72795.0
