,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.78,54.78,54.78,55.04,55.01,55.01,55.01,54.98,54.9
FIIs,23.36,26.37,28.12,27.99,23.89,24.96,25.28,20.27,20.68
DIIs,15.89,14.97,13.08,12.81,15.77,14.22,13.9,19.02,18.64
Public,5.97,3.88,4.02,4.16,5.33,5.79,5.81,5.73,5.78
No. of Shareholders,120570.0,82139.0,79021.0,77229.0,76985.0,79059.0,76532.0,73850.0,72795.0
