,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,62,91,106,130,158,165
Cash from Investing Activity,-98,-90,-31,-130,-123,-110
Cash from Financing Activity,-8,-7,-30,-49,-31,-42
Net Cash Flow,-44,-6,46,-49,4,13
