,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,7,7,7,9,9,9,9,9,11,11
Reserves,33,40,54,63,68,140,204,210,197,190,203,189,174
Borrowings,145,144,273,286,307,329,317,318,315,350,310,306,289
Other Liabilities,25,32,43,48,54,44,61,59,66,49,54,66,60
Total Liabilities,209,223,377,403,435,520,591,595,587,598,575,571,534
Fixed Assets,125,128,127,270,296,357,416,409,394,394,378,375,367
CWIP,6,21,152,27,5,4,6,2,12,3,11,2,3
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,78,75,98,106,135,158,169,184,181,201,186,194,164
Total Assets,209,223,377,403,435,520,591,595,587,598,575,571,534
