,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,40.03,50.06,44.42,48.61,62.03
Expenses,36.5,45.96,40.77,44.26,57.66
Operating Profit,3.53,4.1,3.65,4.35,4.37
OPM %,8.82,8.19,8.22,8.95,7.04
Other Income,0.04,0.06,0.06,0.08,0.75
Interest,1.66,2.03,2.41,2.73,2.34
Depreciation,0.7,0.44,0.29,0.2,0.13
Profit before tax,1.21,1.69,1.01,1.5,2.65
Tax %,28.1,26.63,28.71,24.0,6.42
Net Profit,0.87,1.25,0.72,1.13,2.48
EPS in Rs,870.0,1250.0,720.0,56.5,12.4
