,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.72,0.72,1.85,10.24,13.94
Reserves,0.19,0.23,0.52,2.24,7.49
Borrowings,3.19,6.14,5.88,4.29,3.94
Other Liabilities,2.6,2.77,3.37,3.3,4.03
Total Liabilities,6.7,9.86,11.62,20.07,29.4
Fixed Assets,0.27,0.5,1.85,9.57,10.78
CWIP,0.22,2.54,1.88,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.11
Other Assets,6.21,6.82,7.89,10.5,18.51
Total Assets,6.7,9.86,11.62,20.07,29.4
