,2022-09-01,2023-03-01,2023-09-01
Sales,5.02,5.92,5.16
Expenses,4.38,5.75,6.88
Operating Profit,0.64,0.17,-1.72
OPM %,12.75,2.87,-33.33
Other Income,0.01,0.29,0.11
Interest,0.37,0.02,0.29
Depreciation,0.05,0.26,0.37
Profit before tax,0.23,0.18,-2.27
Tax %,26.09,27.78,5.29
Net Profit,0.17,0.13,-2.15
EPS in Rs,0.92,0.13,-1.54
