,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.99
Reserves,11.96,13.89,15.08,15.26,15.01,19.07,19.55,24.25,25.57,32.11,33.71,34.65,35.57
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Liabilities,0.71,0.74,0.77,0.84,0.88,1.04,1.04,0.09,0.15,0.27,0.07,0.06,0.07
Total Liabilities,21.67,23.63,24.85,25.1,24.89,29.11,29.59,33.34,34.72,41.38,42.78,43.71,44.64
Fixed Assets,0.01,0.01,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,20.39,22.48,23.54,23.82,23.65,28.04,28.25,32.2,22.62,24.86,30.55,21.09,22.15
Other Assets,1.27,1.14,1.31,1.28,1.24,1.0,1.27,1.07,12.03,16.45,12.16,22.55,22.42
Total Assets,21.67,23.63,24.85,25.1,24.89,29.11,29.59,33.34,34.72,41.38,42.78,43.71,44.64
