,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.81,1.82,-1.29,-7.54,-3.04,-7.44,1.71
Cash from Investing Activity,-0.11,-0.02,-0.9,-3.29,0.0,0.26,-3.01
Cash from Financing Activity,-0.97,-2.08,1.69,11.24,2.32,7.13,1.27
Net Cash Flow,0.72,-0.28,-0.5,0.41,-0.72,-0.05,-0.03
