,2022-09-01,2023-06-01,2023-09-01
Sales,27.94,27.24,47.98
Expenses,23.89,23.83,39.89
Operating Profit,4.05,3.41,8.09
OPM %,14.5,12.52,16.86
Other Income,0.36,0.2,0.34
Interest,0.59,1.12,1.37
Depreciation,0.65,0.37,0.41
Profit before tax,3.17,2.12,6.65
Tax %,23.34,31.13,24.96
Net Profit,2.44,1.46,4.98
EPS in Rs,2.39,1.43,4.88
