,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Promoters,73.52,73.52,73.52,73.52,73.52,73.53,73.53
Public,26.48,26.48,26.48,26.48,26.48,26.46,26.48
No. of Shareholders,368.0,195.0,179.0,290.0,299.0,508.0,4165.0
