,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.03,61.03,61.64,14.09,66.66,66.66,66.67,57.21
FIIs,0.01,0.01,0.01,0.0,0.0,0.0,0.0,9.46
Public,38.96,38.96,38.35,85.91,33.33,33.33,33.34,33.34
No. of Shareholders,4426.0,4309.0,4294.0,4302.0,4798.0,5232.0,5104.0,5194.0
