,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,57.99,57.99,57.99,57.99,57.99,16.94,16.94,16.94
DIIs,0.07,0.07,0.07,0.07,0.07,0.02,0.02,0.02
Public,41.93,41.93,41.93,41.93,41.93,83.04,83.03,83.04
No. of Shareholders,1216.0,1217.0,1224.0,1228.0,1227.0,1305.0,1300.0,1288.0
