,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2023-03-01,2023-09-01
Promoters,62.92,62.92,62.92,64.13,64.29,60.69,60.69,60.69,60.69,55.78,60.42,60.1
Public,37.08,37.08,37.08,35.87,35.71,39.31,39.31,39.31,39.31,44.22,39.57,39.91
No. of Shareholders,19.0,20.0,20.0,20.0,28.0,52.0,125.0,174.0,179.0,270.0,653.0,974.0
