,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,65.51,62.53,59.34,93.14,102.52,120.62,78.27,121.71,71.19,72.08,72.34,83.76,60.36
Expenses,58.63,57.89,61.69,76.38,91.77,108.89,73.33,114.3,66.99,80.54,82.76,88.29,64.1
Operating Profit,6.88,4.64,-2.35,16.76,10.75,11.73,4.94,7.41,4.2,-8.46,-10.42,-4.53,-3.74
OPM %,10.5,7.42,-3.96,17.99,10.49,9.72,6.31,6.09,5.9,-11.74,-14.4,-5.41,-6.2
Other Income,3.45,4.64,1.09,3.93,11.54,9.99,3.05,6.7,6.66,2.3,21.11,13.08,7.27
Interest,2.15,4.33,-4.47,1.59,0.86,1.64,1.64,1.33,2.33,2.51,16.89,1.3,1.14
Depreciation,1.0,1.0,1.64,1.1,0.9,1.0,1.15,1.0,1.0,1.0,1.06,1.0,1.0
Profit before tax,7.18,3.95,1.57,18.0,20.53,19.08,5.2,11.78,7.53,-9.67,-7.26,6.25,1.39
Tax %,26.6,49.37,-131.85,19.11,17.39,19.03,107.88,12.9,27.89,-10.86,34.57,10.72,69.06
Net Profit,5.27,2.0,3.65,14.56,16.97,15.45,-0.42,10.26,5.43,-10.72,-4.75,5.57,0.43
EPS in Rs,6.5,2.47,4.5,17.95,20.92,19.05,-0.46,11.28,5.97,-9.86,-4.37,4.72,0.36
