,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,45.0,64,88,81,99,124,142,145,133
Inventory Days,20.0,22,76,148,191,148,252,154,161
Days Payable,34.0,72,85,72,62,54,77,61,58
Cash Conversion Cycle,30.0,15,79,157,228,218,317,238,237
Working Capital Days,24.0,31,99,138,188,184,242,211,193
ROCE %,,42,33,24,23,21,11,22,9
